participant,trial_index,chart category,chart name,has dots,has median,jitter,group,response time (s),rating,location pvalue,spread pvalue,nonnormality pvalue,Kolmogorov-Smirnov distance,Wasserstein distance,Wasserstein spearman
P29a3ece0641848,38,Bands,density bands 5-50-90,0,0,beeswarm,friends,1.338,2,0.789415544826023,0.330089644886681,0.00537477491987477,0.18,0.141575757575758,0.457592154094117
P29a3ece0641848,39,Violin,violin plot with median,0,1,beeswarm,friends,1.424,3,0.6961178644249,0.141169316829827,0.741525750635708,0.14,0.136025641025641,0.457592154094117
P29a3ece0641848,40,Dot,dot plot,1,0,beeswarm,friends,1.257,3,0.693001986621998,0.00000107380743807894,0.000731879186752877,0.26,0.313860045146727,0.457592154094117
P29a3ece0641848,41,Bands,density bands 5-50-90,0,0,beeswarm,friends,3.573,2,0.430493045233096,0.0211268145523862,0.00157139620100314,0.24,0.413691931540342,0.457592154094117
P29a3ece0641848,42,Bands,density bands 5-50-90,0,0,beeswarm,friends,3.356,4,0.399816104925419,0.00101547980680428,0.0422523596034091,0.28,0.271619047619048,0.457592154094117
P29a3ece0641848,43,Dot,dot plot,1,0,beeswarm,friends,1.474,2,0.00152111647471864,0.242560142222944,0.184018674582431,0.3,0.508130081300813,0.457592154094117
P29a3ece0641848,44,Dot,dot plot,1,0,beeswarm,friends,1.024,3,0.00000759804996652846,0.255560208158127,0.657117405950924,0.4,0.630404984423676,0.457592154094117
P29a3ece0641848,45,Dot,dot plot,1,0,beeswarm,friends,,2,0.975032361371832,0.0000287711966207027,0.438188056393289,0.24,0.380162980209546,0.457592154094117
P29a3ece0641848,46,Bands,density bands 5-50-90,0,0,beeswarm,friends,9.015,4,0.0000000233512049696571,0.146581023411334,0.334296669364957,0.54,0.830998307952623,0.457592154094117
P29a3ece0641848,47,Bands,density bands 5-50-90,0,0,beeswarm,friends,1.024,3,0.737486489224064,0.00020959164376877,0.000144165821866979,0.28,0.308448540706605,0.457592154094117
P29a3ece0641848,48,Dot,dot plot,1,0,beeswarm,friends,1.291,2,0.724335919474728,0.026768526920316,0.385960996665468,0.18,0.245432098765432,0.457592154094117
P29a3ece0641848,49,Violin,violin plot with median,0,1,beeswarm,friends,1.858,1,0.838066408103933,0.512777335586852,0.696815537794378,0.14,0.119602649006622,0.457592154094117
P29a3ece0641848,50,Violin,violin plot with median,0,1,beeswarm,friends,3.05,3,0.0132997935108985,0.000000153295654614638,0.00000038143099719963,0.46,0.377931034482759,0.457592154094117
P29a3ece0641848,51,Violin,violin plot with median,0,1,beeswarm,friends,2.608,2,0.985144180586286,0.0960783511811281,0.387676305955624,0.12,0.170151515151515,0.457592154094117
P29a3ece0641848,52,Violin,violin plot with median,0,1,beeswarm,friends,,2,0.00000129377549162868,0.210609452906602,0.124295909968767,0.52,0.658232558139535,0.457592154094117
P29a3ece0641848,53,Violin,violin plot with median,0,1,beeswarm,friends,3.332,1,0.220871684213435,0.00118128529231587,0.317394989382384,0.28,0.311454005934718,0.457592154094117
P29a3ece0641848,54,Dot,dot plot,1,0,beeswarm,friends,1.233,2,0.589394014149588,0.0000730593738342833,0.432722650293869,0.24,0.401208459214501,0.457592154094117
P29a3ece0641848,55,Dot,dot plot,1,0,beeswarm,friends,1.532,4,3.46389583683049e-14,0.318680093073389,0.123600138603229,0.68,0.913131313131313,0.457592154094117
P29a3ece0641848,56,Bands,density bands 5-50-90,0,0,beeswarm,friends,,2,0.235066395340472,0.000243902856053246,0.0123832575196444,0.32,0.339255014326648,0.457592154094117
P29a3ece0641848,57,Dot,dot plot,1,0,beeswarm,friends,2.574,2,0.479680751546862,0.00248766724973715,0.0364158741053828,0.26,0.317181571815718,0.457592154094117
P29a3ece0641848,58,Violin,violin plot with median,0,1,beeswarm,friends,,3,0.411621663089233,0.00000000121582455214764,0.0000427253731168844,0.36,0.362512077294686,0.457592154094117
P29a3ece0641848,59,Bands,density bands 5-50-90,0,0,beeswarm,friends,,3,0.834981338169262,0.000233829720844625,0.405493562202778,0.24,0.332219020172911,0.457592154094117
P29a3ece0641848,60,Bands,density bands 5-50-90,0,0,beeswarm,friends,1.491,2,0.646277360517788,0.0283589444680172,0.124916786993526,0.16,0.306176,0.457592154094117
P29a3ece0641848,61,Box,range bar,0,1,beeswarm,friends,1.306,4,0.00000150759070893791,0.861681393224569,0.11135868994896,0.58,0.738582677165355,0.457592154094117
P29a3ece0641848,62,Violin,violin plot with median,0,1,beeswarm,friends,5.424,3,0.0296186877785134,0.00000276694758394314,0.000261122600080924,0.42,0.407496653279786,0.457592154094117
P29a3ece0641848,63,Bands,density bands 5-50-90,0,0,beeswarm,friends,2.615,4,0.631436539383177,0.00154616933364626,0.0402602882114271,0.22,0.39463687150838,0.457592154094117
P29a3ece0641848,64,Box,range bar,0,1,beeswarm,friends,1.091,3,0.0000319239346109335,0.170604337201602,0.664352553412473,0.38,0.523061224489796,0.457592154094117
P29a3ece0641848,65,Violin,violin plot with median,0,1,beeswarm,friends,1.483,1,0.656440288536421,0.566041055599844,0.515141544358942,0.1,0.15109131403118,0.457592154094117
P29a3ece0641848,66,Dot,dot plot,1,0,beeswarm,friends,3.516,2,0.00000224673326387759,0.118895243892942,0.199439312560393,0.42,0.718493150684931,0.457592154094117
P29a3ece0641848,67,Dot,dot plot,1,0,beeswarm,friends,2.258,1,0.000251691066667226,0.422554341819849,0.491140153176237,0.36,0.523573883161512,0.457592154094117
P29a3ece0641848,68,Box,range bar,0,1,beeswarm,friends,4.699,2,0.332931378831289,0.135743153526884,0.220290344919616,0.2,0.191627906976744,0.457592154094117
P29a3ece0641848,69,Violin,violin plot with median,0,1,beeswarm,friends,0.857,2,0.49163663367405,0.00131443087526328,0.454963137801286,0.2,0.259779249448124,0.457592154094117
P29a3ece0641848,70,Box,range bar,0,1,beeswarm,friends,1.199,3,0.494227506210928,0.000310549901935797,0.0869701387969923,0.3,0.426467065868264,0.457592154094117
P29a3ece0641848,71,Violin,violin plot with median,0,1,beeswarm,friends,,2,0.360585888624961,0.0143430486302054,0.00326231196778254,0.24,0.20627027027027,0.457592154094117
P29a3ece0641848,72,Bands,density bands 5-50-90,0,0,beeswarm,friends,2.081,4,0.219744491025827,0.000000022442835589942,0.00132940424096071,0.32,0.451736040609137,0.457592154094117
P29a3ece0641848,73,Bands,density bands 5-50-90,0,0,beeswarm,friends,,3,0.853119766142352,0.00263662797988129,0.243301532885765,0.2,0.273491124260355,0.457592154094117
P29a3ece0641848,74,Box,range bar,0,1,beeswarm,friends,1.032,4,0.00000000085246010250728,0.69994630133231,0.414073369119127,0.58,0.895315985130112,0.457592154094117
P29a3ece0641848,75,Box,range bar,0,1,beeswarm,friends,2.191,1,0.25474543677678,0.0231929316261872,0.208109644972766,0.26,0.347534246575343,0.457592154094117
P29a3ece0641848,76,Violin,violin plot with median,0,1,beeswarm,friends,1.466,2,0.877763408910085,0.0123719161124189,0.0641110304889601,0.2,0.243369565217391,0.457592154094117
P29a3ece0641848,77,Dot,dot plot,1,0,beeswarm,friends,1.857,2,0.849567348694187,0.186893367884641,0.0000424286521388549,0.18,0.249718004338395,0.457592154094117
P29a3ece0641848,78,Dot,dot plot,1,0,beeswarm,friends,1.982,2,0.00000448375815675917,0.45157999886802,0.832994646347479,0.4,0.736210131332082,0.457592154094117
P29a3ece0641848,79,Bands,density bands 5-50-90,0,0,beeswarm,friends,2.898,2,0.503785002235175,0.112072390086658,0.0178725105305195,0.2,0.287965367965368,0.457592154094117
P29a3ece0641848,80,Box,range bar,0,1,beeswarm,friends,2.699,2,0.886968662609722,0.00624931360697056,0.592586445944739,0.18,0.282857142857143,0.457592154094117
P29a3ece0641848,81,Violin,violin plot with median,0,1,beeswarm,friends,1.241,1,0.887505652200051,0.333101504589868,0.68909964670374,0.1,0.107563025210084,0.457592154094117
P29a3ece0641848,82,Dot,dot plot,1,0,beeswarm,friends,1.148,2,0.000078395213804372,0.41348642502947,0.241376090970131,0.36,0.586070763500931,0.457592154094117
P29a3ece0641848,83,Bands,density bands 5-50-90,0,0,beeswarm,friends,1.224,2,0.00315276558167987,0.641895670005384,0.43620260158131,0.26,0.457727272727273,0.457592154094117
P29a3ece0641848,84,Box,range bar,0,1,beeswarm,friends,2.024,3,0.247607838357891,0.000128235450995495,0.411703947281341,0.28,0.34225641025641,0.457592154094117
P29a3ece0641848,85,Violin,violin plot with median,0,1,beeswarm,friends,1.141,4,0.305158768040221,0.000313882294754819,0.00332864271902605,0.34,0.430420168067227,0.457592154094117
P29a3ece0641848,86,Bands,density bands 5-50-90,0,0,beeswarm,friends,1.107,4,0.240899965742673,0.182053457933982,0.381675533802423,0.16,0.174545454545455,0.457592154094117
P29a3ece0641848,88,Box,range bar,0,1,beeswarm,friends,3.207,3,0.000217637538763471,0.931267882302312,0.36713311893246,0.44,0.582057613168724,0.457592154094117
P29a3ece0641848,89,Box,range bar,0,1,beeswarm,friends,1.191,1,0.602087506552053,0.676059466547313,0.546087462311213,0.14,0.117692307692308,0.457592154094117
P29a3ece0641848,91,Violin,violin plot with median,0,1,beeswarm,friends,1.357,4,0.979843578659289,0.000821445566282053,0.0147491749139147,0.22,0.358928571428571,0.457592154094117
P29a3ece0641848,93,Violin,violin plot with median,0,1,beeswarm,friends,1.049,1,0.846461240225238,0.0478344081425512,0.915283855083199,0.14,0.195600676818951,0.457592154094117
P29a3ece0641848,94,Box,range bar,0,1,beeswarm,friends,2.025,3,0.0000196804206997747,0.669057278703693,0.354431386167791,0.42,0.631032028469751,0.457592154094117
P29a3ece0641848,95,Bands,density bands 5-50-90,0,0,beeswarm,friends,1.729,2,0.7662757336278,0.000246887280824337,0.000153655907270397,0.26,0.367311827956989,0.457592154094117
P29a3ece0641848,96,Dot,dot plot,1,0,beeswarm,friends,1.599,3,0.761421655768,0.0017644356357458,0.372115588407582,0.18,0.430718685831622,0.457592154094117
P29a3ece0641848,98,Box,range bar,0,1,beeswarm,friends,1.766,3,0.0000111363339412307,0.5640168630834,0.596323399168504,0.48,0.611743666169896,0.457592154094117
P29a3ece0641848,99,Box,range bar,0,1,beeswarm,friends,1.166,2,0.00000637654961721523,0.469886651772944,0.535971012838314,0.4,0.704511278195488,0.457592154094117
P30baff7b3fb5e8,0,Violin,violin plot with median,0,1,density random,prolific,,2,0.619294029091872,0.0606203969139492,0.122022445391034,0.14,0.205408450704225,0.340482481641907
P30baff7b3fb5e8,1,Dot,dot plot with median,1,1,wilkinson,prolific,8.838,1,0.825879845077692,0.408787285293979,0.917228927315006,0.1,0.107391304347826,0.340482481641907
P30baff7b3fb5e8,2,Dot,dot plot with median,1,1,density random,prolific,2.772,1,0.197310738620721,0.652316369785528,0.0034800884822895,0.1,0.240570071258907,0.340482481641907
P30baff7b3fb5e8,3,Dot,dot plot,1,0,wilkinson,prolific,4.968,2,0.602993236635409,0.00341895318737273,0.769080696850194,0.18,0.29896062992126,0.340482481641907
P30baff7b3fb5e8,4,Box,box plot,0,1,beeswarm,prolific,3.943,4,0.0000000632472292316777,0.578457219466173,0.264557046303031,0.46,0.762430939226519,0.340482481641907
P30baff7b3fb5e8,5,Box,box plot with dots,1,1,wilkinson,prolific,4.186,3,0.000000295375196301961,0.31868009307339,0.123600138603229,0.46,0.776284584980237,0.340482481641907
P30baff7b3fb5e8,6,Bands,density bands 5-50-90,0,0,density random,prolific,3.145,1,0.811216710644882,0.210609452906602,0.124295909968767,0.08,0.146026871401152,0.340482481641907
P30baff7b3fb5e8,7,Bands,density bands 5-50-90,0,0,wilkinson,prolific,2.155,1,0.947036988297189,0.507565761638726,0.351654217358027,0.1,0.135971731448763,0.340482481641907
P30baff7b3fb5e8,8,Dot,dot plot,1,0,random,prolific,5.376,1,0.259061282388982,0.654940102944969,0.000624516131231558,0.14,0.195077989601387,0.340482481641907
P30baff7b3fb5e8,9,Box,box plot with dots,1,1,random,prolific,4.719,1,0.860268305863497,0.674241739953937,0.00238798605911277,0.16,0.231571675302245,0.340482481641907
P30baff7b3fb5e8,10,Box,box plot with dots,1,1,density random,prolific,1.992,3,0.98335555223707,0.000000000414885459321113,0.000000343484003634913,0.36,0.362906857727738,0.340482481641907
P30baff7b3fb5e8,11,Violin,violin plot with median,0,1,density random,prolific,2.776,3,0.0000134348148495,0.333101504589868,0.689099646703764,0.44,0.557271095152603,0.340482481641907
P30baff7b3fb5e8,12,Violin,violin plot with box,0,0,random,prolific,3.116,4,0.625232019269719,0.0000386470900375358,0.535971012838314,0.26,0.436458635703919,0.340482481641907
P30baff7b3fb5e8,13,Violin,violin plot,0,0,density random,prolific,1.489,4,0.559702854561509,0.406981099893607,0.115853256133985,0.14,0.180540540540541,0.340482481641907
P30baff7b3fb5e8,14,Bands,density bands 5-50-90,0,0,wilkinson,prolific,3.762,2,0.00377470238377198,0.801097434195493,0.124916786993531,0.38,0.430100334448161,0.340482481641907
P30baff7b3fb5e8,15,Box,box plot,0,1,random,prolific,2.224,2,0.000000281940979895978,0.931267882302314,0.36713311893246,0.52,0.765538461538462,0.340482481641907
P30baff7b3fb5e8,16,Bands,density bands 5-50-90,0,0,beeswarm,prolific,5.023,3,0.00000431697264846598,0.333101504589868,0.68909964670374,0.4,0.651383399209486,0.340482481641907
P30baff7b3fb5e8,17,Dot,dot plot,1,0,beeswarm,prolific,1.572,3,0.161052066266242,0.601533571734835,0.0330998606070301,0.2,0.193975903614458,0.340482481641907
P30baff7b3fb5e8,18,Box,box plot,0,1,density random,prolific,1.519,3,0.958745788468906,0.000351598391830521,0.00108275044210967,0.22,0.216245398773006,0.340482481641907
P30baff7b3fb5e8,19,Dot,dot plot with median,1,1,wilkinson,prolific,2.231,1,0.542618701583639,0.729396046527949,0.0674771879777018,0.12,0.122772277227723,0.340482481641907
P30baff7b3fb5e8,20,Violin,violin plot,0,0,beeswarm,prolific,3.581,1,0.218975154250195,0.342239633992914,0.0103663204567062,0.14,0.201666666666667,0.340482481641907
P30baff7b3fb5e8,21,Box,box plot,0,1,beeswarm,prolific,2.372,3,0.917138361654937,3.9341863100617e-12,0.0000262662670914452,0.38,0.508181818181818,0.340482481641907
P30baff7b3fb5e8,22,Box,box plot,0,1,density random,prolific,3.807,2,0.765106173910489,0.211238021606305,0.423017612101561,0.12,0.1525,0.340482481641907
P30baff7b3fb5e8,23,Bands,density bands 5-50-90,0,0,beeswarm,prolific,1.961,3,0.000115841831210828,0.24967276589839,0.370033231366575,0.4,0.647619047619047,0.340482481641907
P30baff7b3fb5e8,24,Violin,violin plot with box,0,0,random,prolific,3.487,3,0.37379497330603,0.116469187363873,0.380013989424938,0.2,0.216013864818024,0.340482481641907
P30baff7b3fb5e8,25,Violin,violin plot,0,0,beeswarm,prolific,1.866,3,0.0277935029067746,0.85923239348725,0.597905466819184,0.24,0.339957356076759,0.340482481641907
P30baff7b3fb5e8,26,Bands,density bands 5-50-90,0,0,wilkinson,prolific,1.262,3,0.103813967078765,0.715168091204394,0.00102685544048177,0.14,0.300366972477064,0.340482481641907
P30baff7b3fb5e8,27,Box,box plot with dots,1,1,density random,prolific,3.727,1,0.338790843873459,0.051763358564223,0.234214821438856,0.18,0.25320987654321,0.340482481641907
P30baff7b3fb5e8,28,Violin,violin plot with box,0,0,beeswarm,prolific,2.769,3,0.376640989146613,0.0195075802560367,0.529322986911523,0.18,0.318397328881469,0.340482481641907
P30baff7b3fb5e8,29,Bands,density bands 5-50-90,0,0,wilkinson,prolific,7.198,3,0.869006985024363,0.00175692799018412,0.59410963421485,0.18,0.304544349939247,0.340482481641907
P30baff7b3fb5e8,30,Dot,dot plot,1,0,random,prolific,3.707,2,0.000364145777417502,0.0844657399342577,0.0650787325151612,0.34,0.561597096188748,0.340482481641907
P30baff7b3fb5e8,31,Dot,dot plot,1,0,density random,prolific,2.139,2,0.622276099911648,0.649609566880672,0.243301532885765,0.14,0.164980544747082,0.340482481641907
P30baff7b3fb5e8,32,Box,box plot,0,1,wilkinson,prolific,,2,0.622276099911648,0.649609566880672,0.243301532885765,0.14,0.164980544747082,0.340482481641907
P30baff7b3fb5e8,33,Bands,density bands 5-50-90,0,0,random,prolific,,3,0.0162894691170692,0.548359617611607,0.202095869811225,0.36,0.380327868852459,0.340482481641907
P30baff7b3fb5e8,34,Dot,dot plot,1,0,random,prolific,6.187,1,0.0275406599165837,0.0000335221870859659,0.000164879841524756,0.4,0.292437703141929,0.340482481641907
P30baff7b3fb5e8,35,Violin,violin plot,0,0,beeswarm,prolific,3.029,2,0.619176999080495,0.899187643495392,0.00418605681826027,0.14,0.127021696252466,0.340482481641907
P30baff7b3fb5e8,36,Bands,density bands 5-50-90,0,0,density random,prolific,5.011,2,0.0000319239346109335,0.170604337201603,0.664352553412473,0.38,0.523061224489796,0.340482481641907
P30baff7b3fb5e8,37,Box,box plot with dots,1,1,density random,prolific,2.457,2,0.703992172583833,0.00776566411273993,0.40939398427445,0.2,0.28808864265928,0.340482481641907
P30baff7b3fb5e8,38,Dot,dot plot,1,0,random,prolific,,2,0.0000111059184271234,0.130725017921666,0.415258995693063,0.44,0.703267973856209,0.340482481641907
P30baff7b3fb5e8,39,Bands,density bands 5-50-90,0,0,random,prolific,4.843,3,0.330212491812335,0.429648778727925,0.00622605649282546,0.2,0.181610017889088,0.340482481641907
P30baff7b3fb5e8,40,Box,box plot with dots,1,1,wilkinson,prolific,1.972,3,0.00171947944295336,0.680866441480393,0.485348780134994,0.36,0.430358306188925,0.340482481641907
P30baff7b3fb5e8,41,Dot,dot plot with median,1,1,beeswarm,prolific,1.508,3,0.328480768849663,0.962749251649222,0.539401140009602,0.16,0.149847094801223,0.340482481641907
P30baff7b3fb5e8,42,Bands,density bands 5-50-90,0,0,random,prolific,4.292,2,0.00145390820201574,0.564016863083401,0.596323399168504,0.38,0.440716417910448,0.340482481641907
P30baff7b3fb5e8,43,Violin,violin plot with median,0,1,beeswarm,prolific,1.758,3,0.000000132707695721379,0.41348642502947,0.241376090970141,0.48,0.783279279279279,0.340482481641907
P30baff7b3fb5e8,44,Box,box plot with dots,1,1,beeswarm,prolific,3.676,1,0.859024965964782,0.811410039755763,0.222286434049203,0.14,0.108235294117647,0.340482481641907
P30baff7b3fb5e8,45,Box,box plot with dots,1,1,density random,prolific,2.18,2,0.537396337732597,0.00285097539813606,0.125613225062048,0.16,0.335606557377049,0.340482481641907
P30baff7b3fb5e8,46,Violin,violin plot with box,0,0,beeswarm,prolific,1.378,3,0.229759887551398,0.0119937951064268,0.0015090074070441,0.32,0.217335058214748,0.340482481641907
P30baff7b3fb5e8,47,Bands,density bands 5-50-90,0,0,wilkinson,prolific,1.629,3,0.000502848894877728,0.592098627614798,0.432722650293869,0.32,0.49072625698324,0.340482481641907
P30baff7b3fb5e8,48,Dot,dot plot,1,0,random,prolific,2.454,2,0.400185991889698,0.00450934105735179,0.0179477202238009,0.28,0.202623828647925,0.340482481641907
P30baff7b3fb5e8,49,Box,box plot,0,1,density random,prolific,2.05,1,0.693385582791448,0.000836125915380404,0.0574244353586664,0.24,0.264769038701623,0.340482481641907
P30baff7b3fb5e8,50,Box,box plot,0,1,beeswarm,prolific,1.142,1,0.709329273148339,0.0861626031786411,0.220311081096426,0.16,0.159862068965517,0.340482481641907
P30baff7b3fb5e8,51,Bands,density bands 5-50-90,0,0,wilkinson,prolific,2.27,4,0.0809303024000621,0.0000000372341333321202,0.0000454003880738718,0.46,0.42714126807564,0.340482481641907
P30baff7b3fb5e8,52,Bands,density bands 5-50-90,0,0,density random,prolific,1.338,3,0.177861918697504,0.828120330251621,0.110179194737144,0.16,0.246923076923077,0.340482481641907
P30baff7b3fb5e8,53,Dot,dot plot with median,1,1,density random,prolific,2.187,3,0.438100253300305,0.400923593438743,0.156880027132275,0.18,0.193825503355705,0.340482481641907
P30baff7b3fb5e8,54,Box,box plot with dots,1,1,wilkinson,prolific,1.535,2,0.0207910583704398,0.774532340860612,0.0569872042287787,0.24,0.31470113085622,0.340482481641907
P30baff7b3fb5e8,55,Violin,violin plot with box,0,0,random,prolific,1.397,4,0.452385426585824,0.0000990188404594861,0.0364158741053828,0.32,0.435646606914213,0.340482481641907
P30baff7b3fb5e8,56,Dot,dot plot,1,0,random,prolific,2.381,2,0.478404517747278,0.000000504806502599209,0.000212882742338925,0.3,0.325940594059406,0.340482481641907
P30baff7b3fb5e8,57,Dot,dot plot,1,0,random,prolific,,2,0.949997507506793,0.00675296791975644,0.343528636617906,0.16,0.33574297188755,0.340482481641907
P30baff7b3fb5e8,58,Dot,dot plot,1,0,random,prolific,1.224,2,0.369973085908835,0.702584800076616,0.0066391621312415,0.14,0.171178451178451,0.340482481641907
P30baff7b3fb5e8,59,Dot,dot plot,1,0,random,prolific,1.123,2,0.755377723820955,0.0000975072831932433,0.219982096994346,0.22,0.371655266757866,0.340482481641907
P30baff7b3fb5e8,60,Box,box plot,0,1,beeswarm,prolific,1.731,3,0.375384122708861,0.742012146851538,0.0581645751478685,0.12,0.162932790224033,0.340482481641907
P30baff7b3fb5e8,61,Bands,density bands 5-50-90,0,0,beeswarm,prolific,,2,0.920186294504707,0.0000157269256135795,0.0027749192217086,0.28,0.286749379652606,0.340482481641907
P30baff7b3fb5e8,62,Box,box plot,0,1,random,prolific,1.633,2,0.172951342238225,0.16744008486223,0.0122639953518183,0.18,0.328866498740554,0.340482481641907
P30baff7b3fb5e8,63,Dot,dot plot with median,1,1,density random,prolific,4.587,2,0.860268305863497,0.674241739953937,0.00238798605911277,0.16,0.231571675302245,0.340482481641907
P30baff7b3fb5e8,64,Violin,violin plot with median,0,1,beeswarm,prolific,2.258,2,0.559102246512139,0.0148215438328161,0.00520390780475229,0.16,0.247606973058637,0.340482481641907
P30baff7b3fb5e8,65,Violin,violin plot with median,0,1,beeswarm,prolific,1.241,3,0.0147539975752171,0.000000185935081775668,0.000031342631353616,0.4,0.333763440860215,0.340482481641907
P30baff7b3fb5e8,66,Violin,violin plot with box,0,0,beeswarm,prolific,4.446,3,0.0000000037439233935288,0.26053027540432,0.00521580643505214,0.58,0.700241610738255,0.340482481641907
P30baff7b3fb5e8,67,Violin,violin plot with median,0,1,beeswarm,prolific,2.729,3,0.41892458921634,0.436617937230825,0.109952237084262,0.12,0.146823529411765,0.340482481641907
P30baff7b3fb5e8,68,Dot,dot plot with median,1,1,beeswarm,prolific,6.734,3,0.366140016569939,0.963625048074217,0.419638970820876,0.12,0.139364485981308,0.340482481641907
P30baff7b3fb5e8,69,Box,box plot with dots,1,1,wilkinson,prolific,2.25,1,0.402336298890683,0.372968902804874,0.0717542027835043,0.18,0.115402298850575,0.340482481641907
P30baff7b3fb5e8,70,Violin,violin plot,0,0,wilkinson,prolific,1.128,3,0.592101162141154,0.0106669562092352,0.879249545801733,0.16,0.252209856915739,0.340482481641907
P30baff7b3fb5e8,71,Bands,density bands 5-50-90,0,0,beeswarm,prolific,1.577,1,0.229811117198592,0.322712348595713,0.309222698642259,0.2,0.215983772819473,0.340482481641907
P30baff7b3fb5e8,72,Violin,violin plot,0,0,random,prolific,1.678,2,0.0000000632472292316777,0.578457219466173,0.264557046303031,0.46,0.762430939226519,0.340482481641907
P30baff7b3fb5e8,73,Bands,density bands 5-50-90,0,0,density random,prolific,2.487,1,0.0277935029067746,0.85923239348725,0.597905466819184,0.24,0.339957356076759,0.340482481641907
P30baff7b3fb5e8,74,Violin,violin plot with dots,1,0,beeswarm,prolific,1.701,3,0.156239772937682,0.0187390174908202,0.0831745125336994,0.28,0.293080568720379,0.340482481641907
P30baff7b3fb5e8,75,Box,box plot with dots,1,1,density random,prolific,2.509,1,0.000964965161923237,0.130319170241926,0.247663717249786,0.38,0.549558232931727,0.340482481641907
P30baff7b3fb5e8,76,Box,box plot,0,1,density random,prolific,3.903,2,0.000364145777417502,0.0844657399342577,0.0650787325151612,0.34,0.561597096188748,0.340482481641907
P30baff7b3fb5e8,77,Violin,violin plot with dots,1,0,density random,prolific,2.621,3,0.829380418450259,0.0685716229047055,0.546087462311213,0.1,0.153771812080537,0.340482481641907
P30baff7b3fb5e8,78,Violin,violin plot with dots,1,0,random,prolific,1.43,2,0.438100253300305,0.400923593438743,0.156880027132275,0.18,0.193825503355705,0.340482481641907
P30baff7b3fb5e8,79,Box,box plot with dots,1,1,random,prolific,2.814,1,0.709228588302709,0.0358064264935227,0.698410555146408,0.16,0.221061692969871,0.340482481641907
P30baff7b3fb5e8,80,Box,box plot with dots,1,1,wilkinson,prolific,2.809,2,0.830745155162249,0.000888517499431529,0.191130221200878,0.18,0.324271844660194,0.340482481641907
P30baff7b3fb5e8,81,Violin,violin plot,0,0,random,prolific,1.645,3,0.616535399776714,0.0545259434986207,0.0558666874950427,0.18,0.186344410876133,0.340482481641907
P30baff7b3fb5e8,82,Violin,violin plot,0,0,wilkinson,prolific,2.117,3,0.0000154794695386151,0.130319170241925,0.247663717249786,0.5,0.620199335548173,0.340482481641907
P30baff7b3fb5e8,83,Dot,dot plot with median,1,1,wilkinson,prolific,7.485,2,0.00000201229929097657,0.355439668294643,0.00873557391906063,0.48,0.640357142857143,0.340482481641907
P30baff7b3fb5e8,84,Violin,violin plot with dots,1,0,beeswarm,prolific,1.14,3,0.948690406447988,0.529223826704277,0.00135249418721706,0.16,0.221550094517958,0.340482481641907
P30baff7b3fb5e8,85,Violin,violin plot with median,0,1,wilkinson,prolific,3.27,4,0.983781266145232,2.06039629802035e-11,0.000000426190604002794,0.32,0.400767590618337,0.340482481641907
P30baff7b3fb5e8,86,Dot,dot plot,1,0,random,prolific,1.892,2,0.739217314973806,0.723900565449851,0.0422028954429939,0.14,0.174825174825175,0.340482481641907
P30baff7b3fb5e8,87,Dot,dot plot with median,1,1,density random,prolific,1.879,2,0.717182243191885,0.000221853912215408,0.37987618281435,0.2,0.382092715231788,0.340482481641907
P30baff7b3fb5e8,88,Box,box plot,0,1,density random,prolific,1.359,2,0.682339902651498,0.90282552295664,0.665030426852792,0.12,0.0991180654338549,0.340482481641907
P30baff7b3fb5e8,89,Bands,density bands 5-50-90,0,0,random,prolific,1.676,3,0.673471470834719,4.61941596086035e-12,0.000000749028791698257,0.42,0.443323996265173,0.340482481641907
P30baff7b3fb5e8,90,Box,box plot with dots,1,1,density random,prolific,3.804,2,0.000115841831210828,0.24967276589839,0.370033231366575,0.4,0.647619047619047,0.340482481641907
P30baff7b3fb5e8,91,Dot,dot plot with median,1,1,wilkinson,prolific,3.767,3,0.0000000010486391754938,0.269106159294538,0.216099811403059,0.54,0.758286558345642,0.340482481641907
P30baff7b3fb5e8,92,Bands,density bands 5-50-90,0,0,wilkinson,prolific,2.094,1,0.508072641829155,0.33738200984565,0.225809069198368,0.1,0.132541743970315,0.340482481641907
P30baff7b3fb5e8,93,Dot,dot plot with median,1,1,wilkinson,prolific,1.839,2,0.907687890727746,1.74975589573023e-11,0.0000495327447023193,0.36,0.474357224118316,0.340482481641907
P30baff7b3fb5e8,94,Bands,density bands 5-50-90,0,0,wilkinson,prolific,3.895,2,0.0764319945486198,0.389000006605322,0.064302882285668,0.16,0.343476297968397,0.340482481641907
P30baff7b3fb5e8,95,Violin,violin plot with dots,1,0,beeswarm,prolific,5.821,3,0.444862911007143,0.0000769001028892991,0.295596632062342,0.24,0.32515406162465,0.340482481641907
P30baff7b3fb5e8,96,Dot,dot plot,1,0,wilkinson,prolific,1.675,1,0.709329273148339,0.0861626031786411,0.220311081096426,0.16,0.159862068965517,0.340482481641907
P30baff7b3fb5e8,97,Violin,violin plot with median,0,1,random,prolific,0.991,3,0.0000152106293647147,0.130725017921666,0.415258995693063,0.44,0.567132867132868,0.340482481641907
P30baff7b3fb5e8,98,Bands,density bands 5-50-90,0,0,wilkinson,prolific,1.515,2,0.520304200119234,0.276025397213225,0.334296669364957,0.12,0.161443609022556,0.340482481641907
